Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
NCN14,2354.0151369475475,OUT035
FDH08,3898.4511728858965,OUT013
FDS20,2644.343420436643,OUT046
FDV40,1131.0949953674053,OUT049
FDZ48,-83.56039200550413,OUT010
FDS24,2552.2693941457787,OUT027
FDK44,2670.5036446062886,OUT049
FDS48,1938.9765620364446,OUT045
FDK26,1741.4098604287337,OUT010
FDD23,3471.1650203574063,OUT045
NCH54,2192.952502349456,OUT017
NCP14,321.6032556533819,OUT010
FDM60,-999.1609721351974,OUT010
FDV24,2033.6032011486213,OUT017
FDH08,3594.3607781931614,OUT018
FDS12,3198.7729249242825,OUT027
FDR39,4820.135633624236,OUT027
FDP12,2172.9305094783676,OUT027
DRF60,5191.825896361657,OUT027
FDC09,1439.3697602390343,OUT035
FDF50,3235.415352345127,OUT018
FDG28,3204.8794100077657,OUT035
NCE19,1046.981308432878,OUT017
NCM53,-81.03245753492592,OUT010
NCN18,2231.5964867680095,OUT049
FDF32,2422.970603488669,OUT035
FDF11,3925.522671262341,OUT013
DRI59,3845.5954066661634,OUT049
NCG54,3510.236929800488,OUT035
FDM44,1280.2230355913161,OUT046
FDT57,3632.608299178058,OUT018
FDV24,1923.9496358761237,OUT046
FDI50,2013.5325094680998,OUT019
FDS09,1061.1043164932487,OUT035
NCC31,3399.430291169797,OUT027
FDQ07,1978.281341387732,OUT019
FDC22,2818.7018043267044,OUT017
FDZ56,2587.275374271334,OUT046
FDZ40,-806.1126263317028,OUT019
FDS46,3160.2482624294694,OUT027
DRD24,1908.0694583777827,OUT045
FDV45,3639.951615747072,OUT017
FDL26,3213.335341029183,OUT045
FDA56,2012.2785173465313,OUT018
FDN27,1708.1817719431735,OUT046
FDM20,4000.82763585246,OUT049
FDO16,1632.7794086643937,OUT017
FDL03,2891.3337141546017,OUT035
FDE58,2089.211718766509,OUT046
FDI02,3081.0413906326407,OUT027
NCC55,-1057.2398810815826,OUT019
FDR03,3373.316857017749,OUT018
FDB14,1666.343827507419,OUT017
FDR45,3922.9512563750022,OUT013
NCN07,1975.8677932700175,OUT017
FDM51,-130.45466219683794,OUT019
FDT52,5313.952131598566,OUT027
FDL26,3246.826758618271,OUT046
NCZ42,3860.3833550562213,OUT046
DRI47,683.1319515540954,OUT019
FDW40,2410.270283050766,OUT013
FDN34,3380.21295624249,OUT046
FDS01,2780.8631474701497,OUT035
NCG55,2089.423882646533,OUT045
FDC11,1660.5493886633444,OUT035
FDX35,3551.1386701860615,OUT018
NCB06,2493.597293626356,OUT046
FDR09,2283.5770139087917,OUT019
FDC53,1362.8278409066324,OUT017
FDY45,4035.8031934252276,OUT013
FDA22,1546.1857259167818,OUT010
FDE02,1730.6242338853317,OUT035
FDW21,1567.8783194757777,OUT045
FDV34,1083.3754580499553,OUT046
FDS59,1839.317697433768,OUT049
NCW17,3211.0600233452346,OUT017
NCK54,1530.4371175045517,OUT046
FDG17,2176.696180289223,OUT019
FDG35,2269.0852777947925,OUT017
FDD08,-933.4776323560941,OUT010
NCO07,2980.578702546865,OUT017
FDJ10,605.3559284111064,OUT010
FDW36,1389.9105656364316,OUT017
FDW21,46.33089970621904,OUT010
FDY19,2315.1574576849634,OUT017
DRE03,942.3895776392823,OUT013
NCC55,855.9017700896168,OUT049
FDH52,-780.7602330913155,OUT010
FDO09,4137.92065199802,OUT017
FDU43,3003.0786846687934,OUT045
FDX09,1671.4755606517242,OUT010
FDH40,-603.7588077534429,OUT019
FDW58,1762.9580938339714,OUT017
FDC47,3905.9276600980525,OUT017
NCR41,1697.1331342463636,OUT035
DRG49,4089.353046889942,OUT035
FDC52,3380.9787095816623,OUT027
FDY13,1077.5623455826703,OUT046
FDY35,940.2663525367583,OUT013
FDI35,3567.6975375682337,OUT017
NCU18,2489.6657694216524,OUT049
FDY33,3048.3844761036835,OUT018
FDC15,3396.0400398504885,OUT027
FDU01,3620.3409071570563,OUT049
NCU42,3373.389879465067,OUT046
NCV29,1948.3845216045615,OUT018
NCY30,2777.4561878555405,OUT017
FDQ46,1802.9206029364134,OUT049
FDG58,3371.70295984005,OUT027
FDK33,3831.2630611648237,OUT017
NCD07,1206.7043781893963,OUT045
NCX29,3333.9115049428037,OUT027
NCT42,2037.0460437190213,OUT013
DRN59,966.6084878714857,OUT035
FDI44,1610.1483895642637,OUT035
FDA45,2660.209340929464,OUT049
FDP31,931.8166757517952,OUT045
FDY01,1710.2585201467243,OUT046
FDT09,2084.1229315253795,OUT018
DRH03,2584.2547571490486,OUT027
FDA36,2028.402708639071,OUT018
NCF31,2124.076363115713,OUT017
FDG14,3360.4231178843693,OUT049
FDG28,4444.7184233374555,OUT027
FDU14,4045.0038285884807,OUT049
FDY47,93.2982593276538,OUT019
FDI56,1684.1842260618287,OUT049
DRD01,1012.4458426866827,OUT013
FDM22,924.8102484947647,OUT046
FDH33,852.4466456025732,OUT013
DRZ24,2190.284882688019,OUT013
NCQ38,1296.1009130806628,OUT046
FDO16,2910.5635719839206,OUT027
FDU07,3365.192553375617,OUT027
NCB07,3608.9170992675286,OUT013
FDU48,1449.0530072946724,OUT045
NCM43,2511.628193071177,OUT045
FDR31,650.9139103607371,OUT010
DRK49,581.6847459235473,OUT018
NCI30,1346.1933548142845,OUT010
DRD60,2772.541679155879,OUT017
NCG19,2992.047275205314,OUT046
FDH12,1444.0226281818389,OUT035
FDM32,1298.7035939408765,OUT035
FDM27,2583.4420431271474,OUT035
NCU53,3461.4436242871407,OUT027
NCQ18,2047.5179739824694,OUT046
FDS10,2664.077267950686,OUT013
FDB33,3887.074785064474,OUT027
FDI12,1184.2697438697003,OUT013
NCW42,2976.6120213662425,OUT013
NCC06,2880.0384951334577,OUT018
FDW02,2354.5510895744746,OUT017
NCD43,1388.05828723928,OUT017
FDM57,901.9075055910971,OUT018
FDA58,3085.9634604510416,OUT017
FDK56,2604.678565417782,OUT046
FDP52,3771.5230207100117,OUT045
FDW20,1550.2605726773013,OUT018
FDS52,1774.9969991752312,OUT049
NCT29,1541.0030491934253,OUT018
NCL54,3373.460779494937,OUT013
FDC05,2729.3975267713176,OUT045
FDF34,2930.4394773975864,OUT035
FDP03,3189.3830730211803,OUT027
FDD32,-638.0226106172443,OUT010
FDZ10,1771.7983551765492,OUT045
FDZ40,1093.2496256025233,OUT035
FDD51,544.837467312883,OUT018
NCY30,890.1140804258885,OUT019
FDP58,2975.217195482492,OUT017
FDV49,4176.66437588973,OUT017
FDY24,-929.7458807927756,OUT019
NCO55,1414.236067961172,OUT017
FDR13,1508.6180866371628,OUT017
FDS51,1077.1691854084888,OUT017
FDP26,1159.1748710779793,OUT045
NCB54,3222.454872223731,OUT027
FDF32,2367.289089773295,OUT017
FDN31,2466.601127219717,OUT018
DRM48,901.0014673759947,OUT017
FDN20,3472.0682937914326,OUT049
DRL01,3832.192196128915,OUT046
FDV56,1431.9037537122374,OUT049
DRH13,2699.833006429592,OUT027
FDA03,2491.4455806021488,OUT017
FDF47,4303.850458233892,OUT027
FDX32,1941.4702620020764,OUT046
FDX57,1706.0516628135933,OUT049
NCA30,2624.592668533752,OUT045
FDO49,932.580639159407,OUT013
FDL04,-106.25056072654115,OUT019
DRM48,950.6943930727919,OUT035
FDR16,3713.961996484331,OUT013
NCC19,3284.1395358325085,OUT018
NCE42,3789.669775188692,OUT045
FDY24,997.3349396994885,OUT017
FDH19,2726.6659308617345,OUT049
FDJ46,3412.691494681736,OUT013
FDN45,1979.358269401502,OUT010
FDY08,2069.175452743475,OUT035
FDZ37,1267.8385623326008,OUT035
NCT30,838.8281924811035,OUT045
DRY23,610.3176491921224,OUT018
NCZ30,1550.364337925253,OUT018
FDC44,1878.3586012860237,OUT018
FDB45,1443.847498078123,OUT035
FDY04,2590.4543733842156,OUT013
FDM27,2461.085441958115,OUT046
FDZ43,3996.0804906965577,OUT017
FDT39,726.2827227963188,OUT019
NCC06,1356.7283469550002,OUT019
FDL15,3025.6291140142375,OUT027
FDL57,4130.021163478892,OUT017
FDU08,1615.132517076675,OUT046
FDK40,4079.136151226342,OUT017
FDQ12,1246.523121762383,OUT010
FDS48,2080.242766406086,OUT017
FDP09,3664.5027994917837,OUT045
FDW21,1709.1778105435408,OUT049
FDY25,3567.786616598974,OUT035
DRE13,1671.0871842069441,OUT017
FDV43,-921.7008598628786,OUT019
FDD22,2922.9443914367016,OUT045
FDM46,-192.3416715905346,OUT019
NCO30,901.4035517670687,OUT010
FDM25,2598.5012559251286,OUT046
NCN41,1535.091740492744,OUT049
FDU24,1474.65572116186,OUT045
FDZ50,3485.280918120651,OUT046
FDP45,4038.4071663702057,OUT013
NCM54,2206.3190674794787,OUT045
FDW10,1601.15007509928,OUT019
FDP20,1541.6787407923975,OUT017
FDK32,3241.0214644119005,OUT046
FDN52,1652.4924102518512,OUT049
FDM58,2100.223186512553,OUT045
FDZ46,3070.2245996242104,OUT027
NCA18,1133.0482171564888,OUT018
FDD35,2179.3544132656007,OUT046
NCK31,1060.3645312302801,OUT035
FDI40,3015.6652918804475,OUT027
FDT50,-164.5760540677884,OUT019
NCT06,2070.907256234349,OUT046
FDT31,2872.462023861859,OUT035
FDT45,999.1065220270466,OUT049
FDT13,2630.889580425275,OUT045
FDO50,1462.0718380042185,OUT045
NCU18,610.4062004890998,OUT010
NCR54,2821.7177892537266,OUT049
NCO18,3231.982370039802,OUT018
FDU09,1729.9154632737418,OUT045
FDT13,2442.2749630418675,OUT018
FDE09,1336.512460370048,OUT046
NCK53,311.72077690988135,OUT019
FDG45,3779.463245572776,OUT049
DRH15,979.9014648636523,OUT035
FDO21,1224.3249620672584,OUT019
FDD14,4039.362835676887,OUT027
FDC09,1288.8921624231086,OUT046
FDH45,2228.194564143836,OUT027
FDV32,996.5273815912378,OUT046
FDG12,2286.9533870640903,OUT035
FDS32,1982.8470310706566,OUT013
NCL55,3663.824509434142,OUT018
DRE01,3224.16874612053,OUT035
DRE15,1178.2418772333453,OUT049
NCL42,3874.430974598795,OUT045
FDP31,1016.3689998377598,OUT013
FDN33,1331.4555971300083,OUT018
FDZ59,2547.4248812791234,OUT046
FDE45,1667.0393757519814,OUT010
FDJ07,1799.9418537020351,OUT013
FDQ45,2401.12894406123,OUT018
FDM33,5084.5180047109125,OUT027
FDO15,-643.8540995597712,OUT010
FDM46,1626.4565617783305,OUT013
FDR03,3564.11704181258,OUT045
FDY49,2332.116881026081,OUT018
FDQ60,1339.2404933683379,OUT045
FDW10,3523.4973476691493,OUT049
FDO51,952.1601384569428,OUT049
FDJ40,1894.3219821691982,OUT018
FDS20,2403.1230601230764,OUT018
FDU45,1807.0324605648182,OUT013
FDV02,2697.395749650751,OUT035
FDN09,3059.0652946526943,OUT046
NCM55,4062.1696307956468,OUT027
FDN23,2142.0619652499963,OUT018
FDY31,647.703761525707,OUT010
FDW03,391.6182727445473,OUT010
FDD14,2654.8948835751,OUT046
FDV23,1891.2093372893848,OUT017
DRI03,2546.338285602372,OUT045
FDN13,1376.6095544660047,OUT035
FDF45,2346.2276225551386,OUT027
FDU46,1718.4084261432718,OUT035
FDB57,3892.75283784851,OUT049
FDV12,2172.221460394117,OUT049
FDQ58,1966.119568925422,OUT013
NCA18,1469.3854959803275,OUT017
FDH52,1080.1400861971356,OUT049
FDM24,2170.003491992988,OUT018
NCP43,4033.241534344303,OUT027
NCO18,1709.775057442666,OUT019
FDM32,1253.7936686749467,OUT017
NCL07,896.1444383310102,OUT017
FDK03,4038.9440730424767,OUT013
FDP59,1787.5372414328692,OUT017
FDQ24,4050.3380391417973,OUT049
FDQ16,1912.2323684178882,OUT018
FDU44,2568.2265722217767,OUT013
FDH28,-982.0039933151638,OUT010
FDV28,-1058.4317091157304,OUT019
FDM22,885.0505688026433,OUT045
FDR56,3575.467736616488,OUT046
FDV39,2829.77413471748,OUT049
FDU37,120.14739777672253,OUT019
FDQ11,1572.2747605184406,OUT010
FDX02,3707.081557777691,OUT045
NCS42,1344.2590291471877,OUT018
FDY57,2955.5118138512184,OUT027
FDB21,3962.3909237508005,OUT049
FDE28,3061.976511114523,OUT017
FDQ55,2279.292996653722,OUT017
FDA48,3841.1579342308314,OUT049
FDZ19,3367.9721332941253,OUT045
NCC43,3072.634749214474,OUT045
NCV18,1933.239755447701,OUT046
NCA42,2195.4890737912956,OUT018
FDY45,3945.0228002127965,OUT046
NCC30,2155.0631040246276,OUT045
FDM57,1206.8334612655663,OUT013
FDL09,343.20895391201157,OUT010
FDB09,2822.217227168754,OUT027
FDT44,1891.8171668271143,OUT035
NCT06,3446.2127803126973,OUT027
FDX26,2760.223216196411,OUT049
FDK32,3307.644663328375,OUT013
DRA12,1887.0666077497267,OUT046
FDO46,1720.161775937173,OUT010
FDE52,2811.3711629236136,OUT013
NCH42,3788.3301954782955,OUT045
FDV08,901.4213251722831,OUT035
FDB47,2619.1948344495277,OUT018
FDC28,-162.80459457877032,OUT010
FDD22,2981.2028047602635,OUT046
FDS07,3057.4882258490497,OUT027
DRI13,3675.9825956561026,OUT045
FDG32,3505.416306613867,OUT018
FDU14,4045.00270054083,OUT017
FDD28,-909.611957756872,OUT019
NCP41,1448.3057918394209,OUT017
FDS08,2729.730397462143,OUT049
FDX47,2467.1762401679,OUT045
FDC53,-464.02272044463143,OUT019
FDQ19,4036.9648346780823,OUT035
FDL14,2011.6777577670368,OUT045
FDM33,1933.7147867427088,OUT019
FDA51,2090.906927519866,OUT045
FDZ27,607.1730769907015,OUT018
FDT04,766.2612912454738,OUT046
DRC13,1888.4422564270867,OUT049
FDR16,5057.44975628273,OUT027
FDQ03,3952.1183276999527,OUT027
FDE38,3528.8198764097574,OUT035
DRH23,2298.588341334679,OUT027
FDT11,980.9816053292626,OUT019
FDD09,3588.7227036654594,OUT035
FDR40,1467.4457753994243,OUT045
FDX07,3518.7226658456066,OUT017
FDR07,1389.7330155325412,OUT035
FDA51,2251.2687362536276,OUT017
FDT59,2058.5945222238406,OUT019
FDF20,3696.996500279007,OUT017
FDR13,1342.3537319838315,OUT045
FDY26,3802.026691246965,OUT049
FDW04,2348.2329056688895,OUT017
FDK52,3863.159089584661,OUT017
FDN60,2582.45904972699,OUT049
FDM09,401.8619793437392,OUT019
FDP46,1595.2253209516225,OUT049
FDB50,-307.2779372114928,OUT019
NCQ29,2850.662897580572,OUT049
FDP16,5307.371808190763,OUT027
FDX33,2249.8164866016195,OUT018
FDP07,1126.5732583808324,OUT010
FDN22,3901.8043978907576,OUT046
FDF39,4150.800828764994,OUT049
FDS21,1114.6845224896156,OUT017
NCM42,1742.634642541751,OUT013
FDK50,1547.5165983077113,OUT019
DRF13,3772.8771300546023,OUT027
FDH35,2262.7571559323674,OUT018
FDP60,1290.7794666100128,OUT018
DRJ49,3189.4405370286377,OUT027
NCT42,230.28141089325072,OUT019
FDE38,3487.620855416393,OUT049
FDI04,3724.3667337706265,OUT049
NCH54,2013.9518417764489,OUT045
FDT56,1080.7487963915323,OUT049
DRD15,2798.493463147519,OUT018
FDV58,2759.6765368661045,OUT013
FDP21,3652.6269806990645,OUT049
FDH05,3890.3619925916933,OUT013
FDR10,3462.2936225386543,OUT027
NCP06,1944.3371195852615,OUT045
FDF33,1771.3490752994383,OUT049
DRK37,3565.349860037545,OUT013
DRH49,1091.6274704501716,OUT045
FDT58,2160.216922190472,OUT013
FDD41,1416.0962078594293,OUT018
FDP40,1491.0771158955326,OUT018
FDM51,3019.062377361505,OUT027
FDO45,-603.9029399495857,OUT010
FDW33,-108.67568727742537,OUT010
FDY24,856.8019058469015,OUT045
FDB10,1219.7351734626407,OUT010
FDM40,2030.4074189402909,OUT035
NCI06,3589.8888230702446,OUT017
FDW12,188.64992786136577,OUT019
FDX48,3433.5924152780876,OUT027
NCW05,4299.751400663166,OUT027
FDX27,1294.4013174038405,OUT017
DRM37,3537.1054311682187,OUT045
FDA38,2616.835031573189,OUT045
FDR36,820.2725781156423,OUT046
FDZ45,2764.543041633372,OUT046
FDG05,2544.275012429983,OUT017
FDK28,4067.581499202496,OUT013
FDV47,1079.7469531435022,OUT045
FDN21,1991.9149888051884,OUT045
FDP20,2806.2591420463805,OUT027
FDI35,3414.323880416887,OUT045
DRY23,908.1911660983284,OUT013
FDA56,2355.0130675422542,OUT017
FDB09,1484.6246230118036,OUT013
NCO26,3567.638447799491,OUT027
FDQ49,1809.0734222429562,OUT018
FDI52,3145.243340508989,OUT027
FDZ44,2770.8090393960983,OUT027
FDZ09,2284.251348968282,OUT018
FDY03,1860.3439353852864,OUT049
NCG42,1930.295113104461,OUT017
DRI13,5106.65444191795,OUT027
FDQ32,2323.1028997888184,OUT013
FDW16,2189.193782561223,OUT035
FDU27,830.9730957955649,OUT046
FDR28,766.4334006804877,OUT010
FDQ49,278.40954140253643,OUT010
FDS37,1755.9718546200847,OUT046
FDW26,2706.0408942134163,OUT018
FDX12,3611.9205965761416,OUT018
NCP06,2050.0256057047714,OUT013
FDW45,626.7029714142204,OUT010
NCN30,1327.5655263742774,OUT049
FDN24,1016.6877743453666,OUT049
NCL41,2154.78463957251,OUT027
FDR02,-18.13080202258425,OUT019
FDD09,1658.0329657488955,OUT010
FDS33,-79.45672193972541,OUT010
FDU22,2134.462737851578,OUT045
FDI53,2096.48926223079,OUT013
DRH01,2721.336685626864,OUT049
FDX32,1969.110416070501,OUT013
NCP30,572.1834687374197,OUT018
FDB60,2730.414717632178,OUT045
FDB14,1672.783626463168,OUT049
NCP02,1116.948048318272,OUT035
FDJ10,2477.456945872626,OUT017
FDG34,1320.9131353407824,OUT046
NCB18,1675.281297919999,OUT017
FDM16,1560.5239164708137,OUT049
FDW25,905.7069229439421,OUT018
FDB35,-168.63992793668785,OUT010
DRN11,2397.2655519013724,OUT013
FDF41,2179.362404855902,OUT019
FDH16,1509.2225294029697,OUT045
NCQ50,3401.973438291585,OUT018
DRH23,684.7797908183247,OUT018
DRJ37,2481.9900597007913,OUT013
DRJ24,3625.2010181578758,OUT027
FDY16,3577.0191129502537,OUT035
FDQ27,1615.8987359323755,OUT045
FDZ33,1899.862341172833,OUT045
FDF29,2270.853217175777,OUT045
FDA08,2617.3812213524816,OUT049
FDG31,988.2965589878027,OUT046
FDE34,1888.4603644152396,OUT019
NCR30,2429.5712606432903,OUT027
FDV33,4163.5618674239395,OUT035
DRZ24,1968.4169860046386,OUT018
NCL54,3449.467236487465,OUT035
FDR12,2293.6645280388243,OUT049
NCC54,3902.470196951499,OUT046
DRN59,907.6633761532618,OUT013
FDX50,-32.73606895255216,OUT019
FDV31,3531.304198547868,OUT027
NCA29,3964.531396649094,OUT027
FDW60,3548.7288320940524,OUT049
FDX08,2352.447595715547,OUT017
DRD49,3877.05414297366,OUT013
FDD33,3748.3091367756674,OUT046
FDW35,905.0207261685136,OUT013
FDJ36,1760.816909040217,OUT017
FDV51,2700.6522587660247,OUT035
FDW36,1297.546426043492,OUT046
FDH35,2507.568974742273,OUT046
NCS30,3194.4593691959913,OUT027
FDN49,916.8209040548707,OUT017
FDL08,3638.1603091558395,OUT018
FDI09,3877.586970243389,OUT013
FDP19,1956.1263211332775,OUT018
FDU21,-972.3566166604619,OUT010
NCP41,1281.3222480382299,OUT045
FDY10,2219.7411225785704,OUT013
FDP12,557.1515916976034,OUT018
NCN26,1799.434072011982,OUT049
FDK44,2613.752430038234,OUT013
FDC28,1751.7141376930545,OUT049
FDJ41,5451.378714855681,OUT027
NCT29,1953.1786303385547,OUT035
NCH42,2072.7406212392425,OUT019
FDU60,3115.538172254409,OUT018
FDS02,3438.998145209448,OUT045
FDC51,2230.0943610223508,OUT046
FDU03,2686.6451223090244,OUT013
FDX39,3654.0289824128095,OUT045
NCY05,-972.6576197042109,OUT010
NCL06,4580.30435904787,OUT027
FDD32,1254.1232938618464,OUT035
NCN41,1380.348985457471,OUT045
NCX53,2456.7446189379925,OUT049
FDU57,688.7882014958578,OUT019
FDQ23,1673.6146868088686,OUT046
FDQ52,3892.310598116659,OUT045
FDC14,787.8959364000665,OUT045
FDY09,1944.5511520201446,OUT035
FDQ28,3251.7899774766684,OUT045
FDV25,3727.641630742304,OUT046
FDJ07,1882.3890459341542,OUT035
DRB25,1808.49796797636,OUT049
FDK52,1952.3616198008515,OUT019
FDY52,2343.4474420192,OUT027
FDB28,2321.1586517920737,OUT046
FDT36,876.0603561234567,OUT035
FDV25,3844.6742794631955,OUT017
NCN07,3247.8722666748067,OUT027
FDC57,2433.1494600033143,OUT017
FDQ03,2341.090917884253,OUT018
FDU23,2638.3324242236095,OUT017
NCX41,3003.836533569559,OUT035
NCD06,1012.0214501173518,OUT035
FDW08,1562.525190015977,OUT045
NCU29,2521.1329918234096,OUT017
NCE06,1737.967653263609,OUT013
FDV52,-37.67183441521502,OUT010
FDB02,3544.2457558929254,OUT017
NCR18,788.221158692395,OUT045
FDK16,2113.068012613714,OUT049
NCQ29,952.5532091462227,OUT010
FDZ01,-40.064755744655486,OUT019
FDW27,2153.5949722273717,OUT035
FDD17,3633.020670479218,OUT018
FDW39,2588.421661716441,OUT013
DRH59,990.2188023202177,OUT045
FDS52,1726.5932081435787,OUT013
FDU40,4147.270262207796,OUT027
NCF54,2662.434549301878,OUT013
FDH46,1625.8278623383683,OUT045
NCP14,2194.110197355035,OUT049
FDH50,3581.051255606177,OUT049
DRF15,-141.60860216877245,OUT010
FDV27,2574.9770018052623,OUT027
NCJ06,1906.5357159554649,OUT049
FDN02,3402.2103967956796,OUT018
FDQ51,931.886981827661,OUT049
FDQ07,3878.8037733237534,OUT017
FDS45,1813.4942958208544,OUT049
NCJ06,1759.5930432685736,OUT045
FDD36,1916.8433614326618,OUT035
FDY25,3383.7676120124224,OUT045
FDU52,1998.6984307844996,OUT046
DRK47,3909.109145892362,OUT017
NCL30,3185.2663239884473,OUT017
