Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDM44,1228.0,OUT046
FDT57,3720.0,OUT018
FDV24,1916.0,OUT046
FDI50,2060.0,OUT019
FDS09,1020.0,OUT035
NCC31,3384.0,OUT027
FDQ07,2012.0,OUT019
FDC22,2840.0,OUT017
FDZ56,2568.0,OUT046
FDZ40,-856.0,OUT019
FDS46,3164.0,OUT027
DRD24,1864.0,OUT045
FDV45,3648.0,OUT017
FDL26,3220.0,OUT045
FDA56,2064.0,OUT018
FDN27,1684.0,OUT046
FDM20,4048.0,OUT049
FDO16,1580.0,OUT017
FDL03,2912.0,OUT035
FDE58,2112.0,OUT046
FDI02,3100.0,OUT027
NCC55,-1080.0,OUT019
FDR03,3480.0,OUT018
FDB14,1644.0,OUT017
FDR45,3956.0,OUT013
NCN07,1900.0,OUT017
FDM51,-144.0,OUT019
FDT52,5384.0,OUT027
FDL26,3248.0,OUT046
NCZ42,3848.0,OUT046
DRI47,676.0,OUT019
FDW40,2420.0,OUT013
FDN34,3384.0,OUT046
FDS01,2784.0,OUT035
NCG55,2060.0,OUT045
FDC11,1636.0,OUT035
FDX35,3648.0,OUT018
NCB06,2456.0,OUT046
FDR09,2308.0,OUT019
FDC53,1316.0,OUT017
FDY45,4068.0,OUT013
FDA22,1560.0,OUT010
FDE02,1700.0,OUT035
FDW21,1536.0,OUT045
FDV34,1036.0,OUT046
FDS59,1804.0,OUT049
NCW17,3168.0,OUT017
NCK54,1548.0,OUT046
FDG17,2212.0,OUT019
FDG35,2252.0,OUT017
FDD08,-1012.0,OUT010
NCO07,2952.0,OUT017
FDJ10,592.0,OUT010
FDW36,1356.0,OUT017
FDW21,-76.0,OUT010
FDY19,2296.0,OUT017
DRE03,912.0,OUT013
NCC55,812.0,OUT049
FDH52,-828.0,OUT010
FDO09,4192.0,OUT017
FDU43,3028.0,OUT045
FDX09,1656.0,OUT010
FDH40,-632.0,OUT019
FDW58,1732.0,OUT017
FDC47,3920.0,OUT017
NCR41,1644.0,OUT035
DRG49,4120.0,OUT035
FDC52,3404.0,OUT027
FDY13,1028.0,OUT046
FDY35,888.0,OUT013
FDI35,3584.0,OUT017
NCU18,2456.0,OUT049
FDY33,3136.0,OUT018
FDC15,3420.0,OUT027
FDU01,3640.0,OUT049
NCU42,3344.0,OUT046
NCV29,1968.0,OUT018
NCY30,2744.0,OUT017
FDQ46,1788.0,OUT049
FDG58,3404.0,OUT027
FDK33,3832.0,OUT017
NCD07,1184.0,OUT045
NCX29,3312.0,OUT027
NCT42,1980.0,OUT013
DRN59,956.0,OUT035
FDI44,1580.0,OUT035
FDA45,2704.0,OUT049
FDP31,904.0,OUT045
FDY01,1684.0,OUT046
FDT09,2144.0,OUT018
DRH03,2612.0,OUT027
FDA36,2072.0,OUT018
NCF31,2068.0,OUT017
FDG14,3376.0,OUT049
FDG28,4528.0,OUT027
FDU14,4088.0,OUT049
FDY47,80.0,OUT019
FDI56,1644.0,OUT049
DRD01,992.0,OUT013
FDM22,884.0,OUT046
FDH33,824.0,OUT013
DRZ24,2228.0,OUT013
NCQ38,1220.0,OUT046
FDO16,2900.0,OUT027
FDU07,3380.0,OUT027
NCB07,3596.0,OUT013
FDU48,1408.0,OUT045
NCM43,2460.0,OUT045
FDR31,624.0,OUT010
DRK49,628.0,OUT018
NCI30,1312.0,OUT010
DRD60,2784.0,OUT017
NCG19,2984.0,OUT046
FDH12,1412.0,OUT035
FDM32,1284.0,OUT035
FDM27,2608.0,OUT035
NCU53,3456.0,OUT027
NCQ18,1992.0,OUT046
FDS10,2676.0,OUT013
FDB33,3912.0,OUT027
FDI12,1168.0,OUT013
NCW42,2972.0,OUT013
NCC06,2904.0,OUT018
FDW02,2352.0,OUT017
NCD43,1324.0,OUT017
FDM57,940.0,OUT018
FDA58,3128.0,OUT017
FDK56,2632.0,OUT046
FDP52,3796.0,OUT045
FDW20,1592.0,OUT018
FDS52,1732.0,OUT049
NCT29,1544.0,OUT018
NCL54,3404.0,OUT013
FDC05,2732.0,OUT045
FDF34,2936.0,OUT035
FDP03,3204.0,OUT027
FDD32,-684.0,OUT010
FDZ10,1736.0,OUT045
FDZ40,1044.0,OUT035
FDD51,600.0,OUT018
NCY30,868.0,OUT019
FDP58,3008.0,OUT017
FDV49,4200.0,OUT017
FDY24,-920.0,OUT019
NCO55,1348.0,OUT017
FDR13,1476.0,OUT017
FDS51,1044.0,OUT017
FDP26,1152.0,OUT045
NCB54,3200.0,OUT027
FDF32,2380.0,OUT017
FDN31,2540.0,OUT018
DRM48,868.0,OUT017
FDN20,3496.0,OUT049
DRL01,3864.0,OUT046
FDV56,1412.0,OUT049
DRH13,2724.0,OUT027
FDA03,2496.0,OUT017
FDF47,4368.0,OUT027
FDX32,1916.0,OUT046
FDX57,1684.0,OUT049
NCA30,2612.0,OUT045
FDO49,904.0,OUT013
FDL04,-128.0,OUT019
DRM48,916.0,OUT035
FDR16,3748.0,OUT013
NCC19,3344.0,OUT018
NCE42,3780.0,OUT045
FDY24,980.0,OUT017
FDH19,2736.0,OUT049
FDJ46,3444.0,OUT013
FDN45,1992.0,OUT010
FDY08,2044.0,OUT035
FDZ37,1260.0,OUT035
NCT30,752.0,OUT045
DRY23,652.0,OUT018
NCZ30,1556.0,OUT018
FDC44,1956.0,OUT018
FDB45,1412.0,OUT035
FDY04,2596.0,OUT013
FDM27,2464.0,OUT046
FDZ43,4032.0,OUT017
FDT39,716.0,OUT019
NCC06,1316.0,OUT019
FDL15,3044.0,OUT027
FDL57,4160.0,OUT017
FDU08,1564.0,OUT046
FDK40,4144.0,OUT017
FDQ12,1232.0,OUT010
FDS48,2068.0,OUT017
FDP09,3660.0,OUT045
FDW21,1692.0,OUT049
FDY25,3600.0,OUT035
DRE13,1628.0,OUT017
FDV43,-952.0,OUT019
FDD22,2908.0,OUT045
FDM46,-224.0,OUT019
NCO30,864.0,OUT010
FDM25,2592.0,OUT046
NCN41,1484.0,OUT049
FDU24,1464.0,OUT045
FDZ50,3488.0,OUT046
FDP45,4068.0,OUT013
NCM54,2156.0,OUT045
FDW10,1644.0,OUT019
FDP20,1524.0,OUT017
FDK32,3240.0,OUT046
FDN52,1628.0,OUT049
FDM58,2084.0,OUT045
FDZ46,3084.0,OUT027
NCA18,1144.0,OUT018
FDD35,2176.0,OUT046
NCK31,980.0,OUT035
FDI40,3028.0,OUT027
FDT50,-176.0,OUT019
NCT06,2012.0,OUT046
FDT31,2864.0,OUT035
FDT45,980.0,OUT049
FDT13,2636.0,OUT045
FDO50,1440.0,OUT045
NCU18,544.0,OUT010
NCR54,2824.0,OUT049
NCO18,3268.0,OUT018
FDU09,1692.0,OUT045
FDT13,2524.0,OUT018
FDE09,1300.0,OUT046
NCK53,276.0,OUT019
FDG45,3816.0,OUT049
DRH15,964.0,OUT035
FDO21,1244.0,OUT019
FDD14,4088.0,OUT027
FDC09,1244.0,OUT046
FDH45,2228.0,OUT027
FDV32,948.0,OUT046
FDG12,2312.0,OUT035
FDS32,1960.0,OUT013
NCL55,3756.0,OUT018
DRE01,3264.0,OUT035
DRE15,1172.0,OUT049
NCL42,3868.0,OUT045
FDP31,1000.0,OUT013
FDN33,1376.0,OUT018
FDZ59,2536.0,OUT046
FDE45,1656.0,OUT010
FDJ07,1776.0,OUT013
FDQ45,2496.0,OUT018
FDM33,5160.0,OUT027
FDO15,-708.0,OUT010
FDM46,1592.0,OUT013
FDR03,3588.0,OUT045
FDY49,2396.0,OUT018
FDQ60,1312.0,OUT045
FDW10,3544.0,OUT049
FDO51,932.0,OUT049
FDJ40,1956.0,OUT018
FDS20,2484.0,OUT018
FDU45,1768.0,OUT013
FDV02,2704.0,OUT035
FDN09,3080.0,OUT046
NCM55,4080.0,OUT027
FDN23,2216.0,OUT018
FDY31,608.0,OUT010
FDW03,352.0,OUT010
FDD14,2648.0,OUT046
FDV23,1868.0,OUT017
DRI03,2556.0,OUT045
FDN13,1356.0,OUT035
FDF45,2356.0,OUT027
FDU46,1676.0,OUT035
FDB57,3920.0,OUT049
FDV12,2176.0,OUT049
FDQ58,1976.0,OUT013
NCA18,1412.0,OUT017
FDH52,1060.0,OUT049
FDM24,2252.0,OUT018
NCP43,4044.0,OUT027
NCO18,1676.0,OUT019
FDM32,1236.0,OUT017
NCL07,828.0,OUT017
FDK03,4076.0,OUT013
FDP59,1740.0,OUT017
FDQ24,4096.0,OUT049
FDQ16,1964.0,OUT018
FDU44,2572.0,OUT013
FDH28,-1028.0,OUT010
FDV28,-1048.0,OUT019
FDM22,840.0,OUT045
FDR56,3584.0,OUT046
FDV39,2864.0,OUT049
FDU37,140.0,OUT019
FDQ11,1520.0,OUT010
FDX02,3724.0,OUT045
NCS42,1340.0,OUT018
FDY57,2972.0,OUT027
FDB21,4016.0,OUT049
FDE28,3104.0,OUT017
FDQ55,2272.0,OUT017
FDA48,3880.0,OUT049
FDZ19,3364.0,OUT045
NCC43,3068.0,OUT045
NCV18,1872.0,OUT046
NCA42,2256.0,OUT018
FDY45,3984.0,OUT046
NCC30,2096.0,OUT045
FDM57,1176.0,OUT013
FDL09,308.0,OUT010
FDB09,2828.0,OUT027
FDT44,1868.0,OUT035
NCT06,3444.0,OUT027
FDX26,2776.0,OUT049
FDK32,3324.0,OUT013
DRA12,1884.0,OUT046
FDO46,1736.0,OUT010
FDE52,2820.0,OUT013
NCH42,3764.0,OUT045
FDV08,892.0,OUT035
FDB47,2700.0,OUT018
FDC28,-172.0,OUT010
FDD22,2960.0,OUT046
FDS07,3092.0,OUT027
DRI13,3700.0,OUT045
FDG32,3604.0,OUT018
FDU14,4080.0,OUT017
FDD28,-896.0,OUT019
NCP41,1380.0,OUT017
FDS08,2728.0,OUT049
FDX47,2452.0,OUT045
FDC53,-504.0,OUT019
FDQ19,4072.0,OUT035
FDL14,1968.0,OUT045
FDM33,1988.0,OUT019
FDA51,2084.0,OUT045
FDZ27,652.0,OUT018
FDT04,740.0,OUT046
DRC13,1892.0,OUT049
FDR16,5136.0,OUT027
FDQ03,4012.0,OUT027
FDE38,3528.0,OUT035
DRH23,2324.0,OUT027
FDT11,980.0,OUT019
FDD09,3608.0,OUT035
FDR40,1416.0,OUT045
FDX07,3568.0,OUT017
FDR07,1356.0,OUT035
FDA51,2256.0,OUT017
FDT59,2084.0,OUT019
FDF20,3696.0,OUT017
FDR13,1296.0,OUT045
FDY26,3824.0,OUT049
FDW04,2368.0,OUT017
FDK52,3896.0,OUT017
FDN60,2592.0,OUT049
FDM09,384.0,OUT019
FDP46,1588.0,OUT049
FDB50,-336.0,OUT019
NCQ29,2836.0,OUT049
FDP16,5368.0,OUT027
FDX33,2332.0,OUT018
FDP07,1056.0,OUT010
FDN22,3952.0,OUT046
FDF39,4192.0,OUT049
FDS21,1068.0,OUT017
NCM42,1676.0,OUT013
FDK50,1572.0,OUT019
DRF13,3832.0,OUT027
FDH35,2344.0,OUT018
FDP60,1364.0,OUT018
DRJ49,3228.0,OUT027
NCT42,176.0,OUT019
FDE38,3496.0,OUT049
FDI04,3744.0,OUT049
NCH54,1944.0,OUT045
FDT56,1052.0,OUT049
DRD15,2888.0,OUT018
FDV58,2780.0,OUT013
FDP21,3664.0,OUT049
FDH05,3924.0,OUT013
FDR10,3476.0,OUT027
NCP06,1872.0,OUT045
FDF33,1748.0,OUT049
DRK37,3596.0,OUT013
DRH49,1064.0,OUT045
FDT58,2144.0,OUT013
FDD41,1460.0,OUT018
FDP40,1520.0,OUT018
FDM51,3028.0,OUT027
FDO45,-652.0,OUT010
FDW33,-156.0,OUT010
FDY24,824.0,OUT045
FDB10,1248.0,OUT010
FDM40,2020.0,OUT035
NCI06,3560.0,OUT017
FDW12,176.0,OUT019
FDX48,3444.0,OUT027
NCW05,4308.0,OUT027
FDX27,1284.0,OUT017
DRM37,3556.0,OUT045
FDA38,2592.0,OUT045
FDR36,772.0,OUT046
FDZ45,2768.0,OUT046
FDG05,2568.0,OUT017
FDK28,4100.0,OUT013
FDV47,1048.0,OUT045
FDN21,1968.0,OUT045
FDP20,2828.0,OUT027
FDI35,3420.0,OUT045
DRY23,888.0,OUT013
FDA56,2336.0,OUT017
FDB09,1456.0,OUT013
NCO26,3568.0,OUT027
FDQ49,1856.0,OUT018
FDI52,3164.0,OUT027
FDZ44,2780.0,OUT027
FDZ09,2356.0,OUT018
FDY03,1828.0,OUT049
NCG42,1876.0,OUT017
DRI13,5184.0,OUT027
FDQ32,2316.0,OUT013
FDW16,2168.0,OUT035
FDU27,804.0,OUT046
FDR28,752.0,OUT010
FDQ49,244.0,OUT010
FDS37,1708.0,OUT046
FDW26,2788.0,OUT018
FDX12,3732.0,OUT018
NCP06,2000.0,OUT013
FDW45,608.0,OUT010
NCN30,1268.0,OUT049
FDN24,988.0,OUT049
NCL41,2116.0,OUT027
FDR02,-64.0,OUT019
FDD09,1664.0,OUT010
FDS33,-204.0,OUT010
FDU22,2124.0,OUT045
FDI53,2096.0,OUT013
DRH01,2744.0,OUT049
FDX32,1960.0,OUT013
NCP30,572.0,OUT018
FDB60,2716.0,OUT045
FDB14,1660.0,OUT049
NCP02,1036.0,OUT035
FDJ10,2472.0,OUT017
FDG34,1292.0,OUT046
NCB18,1596.0,OUT017
FDM16,1532.0,OUT049
FDW25,936.0,OUT018
FDB35,-236.0,OUT010
DRN11,2428.0,OUT013
FDF41,2212.0,OUT019
FDH16,1456.0,OUT045
NCQ50,3480.0,OUT018
DRH23,740.0,OUT018
DRJ37,2500.0,OUT013
DRJ24,3660.0,OUT027
FDY16,3616.0,OUT035
FDQ27,1576.0,OUT045
FDZ33,1880.0,OUT045
FDF29,2252.0,OUT045
FDA08,2640.0,OUT049
FDG31,940.0,OUT046
FDE34,1828.0,OUT019
NCR30,2408.0,OUT027
FDV33,4200.0,OUT035
DRZ24,2044.0,OUT018
NCL54,3472.0,OUT035
FDR12,2276.0,OUT049
NCC54,3880.0,OUT046
DRN59,888.0,OUT013
FDX50,-72.0,OUT019
FDV31,3572.0,OUT027
NCA29,3976.0,OUT027
FDW60,3568.0,OUT049
FDX08,2324.0,OUT017
DRD49,3932.0,OUT013
FDD33,3792.0,OUT046
FDW35,856.0,OUT013
FDJ36,1732.0,OUT017
FDV51,2696.0,OUT035
FDW36,1260.0,OUT046
FDH35,2504.0,OUT046
NCS30,3188.0,OUT027
FDN49,876.0,OUT017
FDL08,3756.0,OUT018
FDI09,3940.0,OUT013
FDP19,2052.0,OUT018
FDU21,-1044.0,OUT010
NCP41,1200.0,OUT045
FDY10,2204.0,OUT013
FDP12,588.0,OUT018
NCN26,1764.0,OUT049
FDK44,2636.0,OUT013
FDC28,1748.0,OUT049
FDJ41,5512.0,OUT027
NCT29,1892.0,OUT035
NCH42,2060.0,OUT019
FDU60,3204.0,OUT018
FDS02,3476.0,OUT045
FDC51,2216.0,OUT046
FDU03,2716.0,OUT013
FDX39,3660.0,OUT045
NCY05,-1068.0,OUT010
NCL06,4616.0,OUT027
FDD32,1228.0,OUT035
NCN41,1312.0,OUT045
NCX53,2432.0,OUT049
FDU57,684.0,OUT019
FDQ23,1620.0,OUT046
FDQ52,3916.0,OUT045
FDC14,736.0,OUT045
FDY09,1932.0,OUT035
FDQ28,3252.0,OUT045
FDV25,3744.0,OUT046
FDJ07,1852.0,OUT035
DRB25,1780.0,OUT049
FDK52,2004.0,OUT019
FDY52,2356.0,OUT027
FDB28,2300.0,OUT046
FDT36,860.0,OUT035
FDV25,3872.0,OUT017
NCN07,3220.0,OUT027
FDC57,2412.0,OUT017
FDQ03,2424.0,OUT018
FDU23,2648.0,OUT017
NCX41,2992.0,OUT035
NCD06,940.0,OUT035
FDW08,1544.0,OUT045
NCU29,2472.0,OUT017
NCE06,1696.0,OUT013
FDV52,-68.0,OUT010
FDB02,3560.0,OUT017
NCR18,712.0,OUT045
FDK16,2112.0,OUT049
NCQ29,924.0,OUT010
FDZ01,-96.0,OUT019
FDW27,2156.0,OUT035
FDD17,3724.0,OUT018
FDW39,2636.0,OUT013
DRH59,960.0,OUT045
FDS52,1680.0,OUT013
FDU40,4184.0,OUT027
NCF54,2632.0,OUT013
FDH46,1576.0,OUT045
NCP14,2160.0,OUT049
FDH50,3616.0,OUT049
DRF15,-164.0,OUT010
FDV27,2572.0,OUT027
NCJ06,1836.0,OUT049
FDN02,3484.0,OUT018
FDQ51,924.0,OUT049
FDQ07,3904.0,OUT017
FDS45,1772.0,OUT049
NCJ06,1680.0,OUT045
FDD36,1876.0,OUT035
FDY25,3404.0,OUT045
FDU52,1972.0,OUT046
DRK47,3936.0,OUT017
NCL30,3152.0,OUT017
FDN22,4120.0,OUT035
NCF30,3176.0,OUT027
FDK03,4192.0,OUT035
FDT45,980.0,OUT017
NCC54,5296.0,OUT027
FDP08,3424.0,OUT018
FDU44,2520.0,OUT046
DRG39,1028.0,OUT035
FDU32,1844.0,OUT049
FDY27,2744.0,OUT049
NCP54,2244.0,OUT013
NCZ41,1844.0,OUT049
DRL49,1624.0,OUT013
FDI05,1260.0,OUT018
FDY56,3780.0,OUT045
DRC13,1840.0,OUT013
NCV29,2252.0,OUT017
FDR24,1644.0,OUT049
FDZ34,3348.0,OUT018
FDP37,1940.0,OUT035
FDX08,3620.0,OUT027
FDS57,1824.0,OUT045
NCG18,1700.0,OUT049
FDK25,3220.0,OUT018
FDH53,1180.0,OUT049
DRI59,3608.0,OUT018
FDA52,2616.0,OUT046
FDT20,-1020.0,OUT010
FDE36,1596.0,OUT019
FDI24,3536.0,OUT017
FDB28,2152.0,OUT018
FDV11,2260.0,OUT017
FDP01,1620.0,OUT046
FDD34,3920.0,OUT027
FDJ50,2292.0,OUT027
FDZ44,1424.0,OUT013
DRO59,1212.0,OUT035
DRB48,736.0,OUT045
FDR21,2448.0,OUT018
NCE42,2032.0,OUT010
FDO23,1508.0,OUT046
NCE30,2664.0,OUT018
FDQ22,908.0,OUT035
FDY01,1640.0,OUT045
FDS08,2744.0,OUT017
FDG28,2952.0,OUT018
FDQ51,656.0,OUT018
FDB05,4080.0,OUT017
FDO56,1484.0,OUT049
FDE02,1352.0,OUT018
FDN45,3888.0,OUT017
FDS09,912.0,OUT013
NCA54,2456.0,OUT018
FDP09,1944.0,OUT010
FDC53,1176.0,OUT045
NCM55,2768.0,OUT017
FDL09,1948.0,OUT018
FDA11,-200.0,OUT019
FDA50,1128.0,OUT045
FDC23,3560.0,OUT017
FDE22,2156.0,OUT049
FDD23,3512.0,OUT046
NCA29,2672.0,OUT049
FDK38,2376.0,OUT046
DRC13,1740.0,OUT046
NCP43,2728.0,OUT049
FDX28,2112.0,OUT049
FDF08,1268.0,OUT049
FDZ33,1924.0,OUT046
FDD10,2292.0,OUT049
FDO58,2624.0,OUT017
FDI50,3944.0,OUT017
FDO58,2492.0,OUT045
FDX08,2256.0,OUT013
NCK17,-1060.0,OUT010
FDF39,4224.0,OUT035
FDU45,-76.0,OUT010
NCJ18,1980.0,OUT018
DRC27,1404.0,OUT019
DRC25,1276.0,OUT035
FDU59,3464.0,OUT035
FDU28,2404.0,OUT035
NCP30,732.0,OUT046
FDB39,724.0,OUT018
FDE41,1160.0,OUT013
DRH11,-868.0,OUT010
FDA58,2964.0,OUT045
FDU50,1676.0,OUT046
FDM34,1864.0,OUT013
FDM44,2668.0,OUT027
FDR39,3428.0,OUT045
FDM25,2564.0,OUT045
FDQ49,2140.0,OUT049
DRH25,712.0,OUT018
FDM09,3556.0,OUT027
FDL44,1588.0,OUT019
NCR42,520.0,OUT018
DRL59,884.0,OUT046
FDX43,2112.0,OUT013
DRK47,2040.0,OUT010
FDU48,1296.0,OUT018
FDY12,784.0,OUT045
NCN43,1564.0,OUT018
NCM55,2472.0,OUT018
FDQ21,3640.0,OUT027
FDX13,4136.0,OUT035
NCK30,5392.0,OUT027
FDG20,1892.0,OUT049
DRG27,884.0,OUT017
FDY14,3928.0,OUT018
FDP59,1788.0,OUT035
FDU60,3504.0,OUT017
NCC18,764.0,OUT019
DRJ39,3872.0,OUT017
FDS07,1772.0,OUT049
FDM08,5200.0,OUT027
FDP51,1704.0,OUT045
FDU16,1596.0,OUT035
FDH12,1328.0,OUT013
DRE48,1792.0,OUT010
NCL42,5320.0,OUT027
FDR21,2580.0,OUT045
NCW29,1956.0,OUT035
FDO11,4068.0,OUT013
NCM31,2424.0,OUT049
FDV35,1524.0,OUT019
FDF58,1036.0,OUT017
NCE43,2648.0,OUT049
FDA02,2092.0,OUT035
DRL37,-988.0,OUT010
FDR24,1380.0,OUT018
FDW59,1204.0,OUT049
FDS22,940.0,OUT049
FDW24,964.0,OUT017
FDU24,1676.0,OUT035
FDA21,4904.0,OUT027
FDH58,3568.0,OUT027
FDW36,1080.0,OUT018
FDI45,4016.0,OUT027
FDU01,3356.0,OUT018
FDF35,3060.0,OUT027
FDU43,1300.0,OUT019
FDE24,176.0,OUT019
FDK50,3448.0,OUT049
FDG31,896.0,OUT045
FDC60,1104.0,OUT045
FDL36,1208.0,OUT013
FDP21,3620.0,OUT013
FDW16,1956.0,OUT045
FDX02,3896.0,OUT017
FDQ58,3364.0,OUT027
FDT51,1316.0,OUT046
FDD59,1540.0,OUT049
NCM42,1464.0,OUT018
FDA57,608.0,OUT018
FDZ48,1820.0,OUT035
FDE46,1936.0,OUT045
NCZ30,-40.0,OUT019
FDB56,3616.0,OUT017
FDA25,3044.0,OUT027
FDD20,3116.0,OUT013
FDL25,1216.0,OUT013
NCO18,3544.0,OUT049
FDJ45,844.0,OUT017
FDR12,2292.0,OUT035
NCF19,-972.0,OUT010
FDK25,3360.0,OUT046
NCR17,2104.0,OUT046
FDC52,1972.0,OUT046
NCA54,2728.0,OUT017
FDR45,2096.0,OUT010
NCM19,2208.0,OUT049
FDF39,5504.0,OUT027
FDX23,1316.0,OUT049
FDD58,2644.0,OUT027
FDX28,2052.0,OUT013
NCD31,2548.0,OUT013
FDU57,2280.0,OUT018
FDI27,804.0,OUT046
NCM42,1612.0,OUT046
FDD32,2516.0,OUT027
FDI34,3892.0,OUT013
NCM29,2368.0,OUT049
FDG46,2008.0,OUT018
